Ticket ID,Summary,Current Status,Days in Current Status,Date Entered Status,Roadmap
DP-156,Chatbot can update customers phone number,Idea Backlog,234,2025-08-01 15:53:53.185,UK Support & Growth
DP-155,Chatbot: Customer can update their email,Idea Backlog,234,2025-08-01 15:53:39.400,UK Support & Growth
DP-154,Allow PCL customers to update bank accounts online,Idea Backlog,234,2025-08-01 15:51:33.217,UK Support & Growth
DP-151,Send out CocoManualPayment Renewal Mailer,Idea Backlog,264,2025-07-02 11:53:06.596,UK Support & Growth
DP-148,MFA: Provide text to speech for landline,Idea Backlog,234,2025-08-01 15:03:12.592,UK Support & Growth
DP-147,Update account creation reminder email,Idea Backlog,234,2025-08-01 15:01:57.395,UK Support & Growth
DP-144,Test impact of SMS marketing consent on email consent,Idea Backlog,111,2025-12-02 13:13:31.008,Customer Experience
DP-140,Pending status on policy cancellation card,Idea Backlog,194,2025-09-10 17:15:35.984,UK Support & Growth
DP-138,Create consistent data formatting for account data fields,Idea Backlog,235,2025-07-31 15:51:27.573,UK Support & Growth
DP-135,Screwfix Partnership,Idea Backlog,229,2025-08-07 10:18:19.034,UK IP Ecosystems Dev
DP-131,Insurer Proposition - Insurers using live rates at renewal,Idea Design & Solutioning,160,2025-10-14 13:21:14.074,UK IP Ecosystems Dev
DP-122,HSBC - Whitelabel ,Idea Backlog,235,2025-07-31 14:53:18.080,UK IP Ecosystems Dev
DP-117,Updating policy information displayed in the account (Fixtures and Fittings),Idea Backlog,900,2023-10-06 10:33:28.896,UK Support & Growth
DP-113,Clearer instructions on the RBOL failure page,Idea Backlog,293,2025-06-04 08:41:19.245,UK Support & Growth
DP-112,New Customer Account Quotes Page,Idea Backlog,545,2024-09-25 09:34:29.666,UK Support & Growth
DP-111,New Customer Account Documents Page,Idea Backlog,545,2024-09-25 09:34:29.666,UK Support & Growth
DP-110,Customers views their renewal quote in Customer Account rather than in their email,Idea Backlog,439,2025-01-09 11:29:22.377,UK Support & Growth
DP-107,Payment Links,Design/Solution Validation,19,2026-03-04 12:20:48.449,UK Support & Growth
DP-106,Personalisation in account - personas,Idea Backlog,235,2025-07-31 12:17:17.084,UK Support & Growth
DP-105,Transactional emails in account,Idea Backlog,235,2025-07-31 12:07:53.027,UK Support & Growth
DP-100,Reordering the policy cards at renewal,Idea Backlog,238,2025-07-29 11:20:03.328,UK Support & Growth
DP-99,Chatbot: Send me my policy documents,Idea Backlog,242,2025-07-24 17:00:19.423,UK Support & Growth
DP-98,Chatbot: update my email address,Idea Backlog,242,2025-07-24 17:00:10.593,UK Support & Growth
DP-97,Reuse me,Idea Backlog,242,2025-07-24 17:00:03.614,UK Support & Growth
DP-96,Chatbot: Update my address,Idea Backlog,242,2025-07-24 16:59:56.998,UK Support & Growth
DP-94,Improving cancellations through MTA reducing covers,Idea Backlog,244,2025-07-23 10:22:57.639,UK Support & Growth
DP-93,Adding indicative pricing to upsell buttons,Idea Backlog,244,2025-07-23 10:21:34.319,UK Support & Growth
DP-89,Update Sent To Lead Management Mailer,Idea Backlog,245,2025-07-22 10:02:24.658,UK Support & Growth
DP-88,Update Renewal Purchase Mailer,Idea Backlog,245,2025-07-22 09:51:15.325,UK Support & Growth
DP-87,Update Previous Purchase Mailer,Idea Backlog,245,2025-07-22 09:50:47.358,UK Support & Growth
DP-86,Update Direct Debit Payment Failed Mailer,Idea Backlog,245,2025-07-22 09:50:18.539,UK Support & Growth
DP-85,Update Credit Card Payment Failed Mailer,Idea Backlog,245,2025-07-22 09:50:05.737,UK Support & Growth
DP-82,Update Renewal Quote Emails (all),Idea Design & Solutioning,19,2026-03-04 12:19:38.980,UK Support & Growth
DP-81,Update removed_from_process_mailer,Idea Backlog,208,2025-08-28 09:25:20.513,UK Support & Growth
DP-80,Business Risk Assessment Tool-MVP,Idea Backlog,153,2025-10-21 14:49:08.672,US Support & Growth
DP-77,Purchase Page leads to CA Sign In,Idea Backlog,249,2025-07-17 18:38:51.042,UK Support & Growth
DP-75,Reatlime email check,Idea Backlog,250,2025-07-17 11:23:35.599,UK Support & Growth
DP-74,Redesigning Opt Out,To Do Ideas,250,2025-07-17 11:19:06.304,UK Support & Growth
DP-72,Payment hold prior to payment date,Idea Backlog,250,2025-07-17 11:01:16.081,UK Support & Growth
DP-71,Smart Retries for payments,Idea Backlog,250,2025-07-17 11:00:57.346,UK Support & Growth
DP-70,Improve deliverability of emails by moving them into ET,Idea Backlog,250,2025-07-17 10:57:26.468,UK Support & Growth
DP-69,Additional reminder email,Idea Backlog,250,2025-07-17 10:56:49.070,UK Support & Growth
DP-68,Reuse me,Idea Backlog,194,2025-09-10 17:14:55.694,UK Support & Growth
DP-59,Updating policy number fonts,Idea Backlog,255,2025-07-11 15:10:26.925,UK Support & Growth
DP-55,"""Self-serve, no-cost"" MTA message on Employees page",Idea Backlog,256,2025-07-10 12:15:30.051,UK Buy
DP-54,Gapbot - Interactive chatbot in the account,Idea Backlog,97,2025-12-16 15:39:44.854,UK Support & Growth
DP-50,Using incentives at cancellation,Idea Backlog,258,2025-07-09 11:18:13.515,UK Support & Growth
DP-49,Pre-App for customer account,Idea Backlog,258,2025-07-09 11:15:30.122,UK Support & Growth
DP-48,Enable customers to generate renewal discount in the account,Idea Backlog,258,2025-07-09 11:14:57.253,UK Support & Growth
DP-46,Enable customers to sign PCL agreement in account,Idea Backlog,258,2025-07-09 10:12:09.529,UK Support & Growth
DP-45,Preventing cancelled direct debits,Idea Backlog,258,2025-07-09 10:10:58.835,UK Support & Growth
DP-44,Dynamic covers display in account,Idea Backlog,258,2025-07-09 10:10:03.316,UK Support & Growth
DP-43,Enabling in browser policy doc views,Idea Backlog,258,2025-07-09 10:08:01.791,UK Support & Growth
DP-42,Dynamic Opt out status in account,Idea Backlog,97,2025-12-16 15:28:39.483,UK Support & Growth
DP-39,Reuse me,Idea Backlog,258,2025-07-09 09:52:08.022,UK Support & Growth
DP-38,Allow payment methods to be updated in backoffice,Idea Backlog,119,2025-11-24 16:08:28.728,UK Support & Growth
DP-36,Pre-pop Account NB quoting,Idea Backlog,258,2025-07-09 09:35:48.457,UK Support & Growth
DP-35,Customer rewards/Offers page,Idea Backlog,235,2025-07-31 12:12:52.048,UK Support & Growth
DP-34,Customer account tour,Idea Backlog,258,2025-07-09 09:32:27.495,UK Support & Growth
DP-33,Allow customers to add policies with different email addresses,Idea Backlog,258,2025-07-09 09:32:10.184,UK Support & Growth
DP-28,Renewal Price Comparison Engine in CA,Idea Backlog,266,2025-06-30 20:54:15.193,US Support & Growth
DP-27,Customer Account Pizza Tracker - Renewal & Payment Timeline,Idea Backlog,266,2025-06-30 20:53:40.522,US Support & Growth
DP-25,Renewal Info Refresh - Automated Annual Business Review,Idea Backlog,266,2025-06-30 20:52:04.623,US Support & Growth
DP-24,Customer Account Notifications,Idea Backlog,266,2025-06-30 20:51:19.588,US Support & Growth
DP-22,Gamify Renewal - Business & Policy Milestones,Idea Backlog,266,2025-06-30 20:49:01.978,US Support & Growth
DP-21,Digital Rebrokering: Automated Panel Quoting for High Price Increase at Renewal,Idea Backlog,25,2026-02-26 19:01:34.196,US Support & Growth
DP-12,Quick to Quote MTA: Add Covers,Idea Backlog,271,2025-06-25 13:27:18.523,UK Support & Growth
